USWTDB_ID,Longitude,Latitude,Plant_Code
Seiling,-98.98193400000,36.12130400000,59311
Chanarambie,-96.04731800000,43.99672700000,56142
Seiling,-98.99647500000,36.09951400000,59311
Chanarambie,-96.06334700000,44.02075200000,56142
Seiling,-99.00128200000,36.13549400000,59311
Chanarambie,-96.03692600000,44.01218400000,56142
Seiling,-98.92426300000,36.09934200000,59311
Chanarambie,-96.05439800000,43.99608200000,56142
Seiling,-99.03465300000,36.14186500000,59311
Chanarambie,-95.98647300000,43.97979400000,56142
Sawtooth,-115.39479000000,42.99379300000,57749
Chanarambie,-96.05942500000,44.02356700000,56142
Sawtooth,-115.39709000000,42.99009300000,57749
Chanarambie,-96.04554700000,44.03457300000,56142
Sawtooth,-115.39879000000,42.98719400000,57749
Sawtooth,-115.40089000000,42.98399400000,57749
Chanarambie,-96.05188800000,44.01953500000,56142
Chanarambie,-96.05548900000,44.03959700000,56142
Chanarambie,-96.00684400000,43.98396300000,56142
Chanarambie,-96.01178700000,43.98346700000,56142
Chanarambie,-96.05771600000,44.04277400000,56142
Chanarambie,-96.04850000000,44.00167800000,56142
Chanarambie,-96.01686900000,43.98971200000,56142
Chanarambie,-96.06150100000,43.99977500000,56142
Chanarambie,-96.05769300000,44.00437900000,56142
Chanarambie,-95.99789400000,43.98078200000,56142
Seiling,-99.02088200000,36.11373500000,59311
Chanarambie,-96.03443100000,44.00169800000,56142
Chanarambie,-96.05010200000,44.04717300000,56142
Chanarambie,-96.04808000000,44.02760300000,56142
Chanarambie,-96.06072200000,44.04826000000,56142
Sawtooth,-115.39159000000,42.96659500000,57749
Sawtooth,-115.38438000000,42.97219500000,57749
Sawtooth,-115.38799000000,42.96949400000,57749
Sawtooth,-115.39789000000,42.98869300000,57749
Sawtooth,-115.40179000000,42.98229200000,57749
Sawtooth,-115.39979000000,42.98559600000,57749
Sawtooth,-115.38609000000,42.97079500000,57749
Sawtooth,-115.39579000000,42.99219500000,57749
Sawtooth,-115.39378000000,42.99549500000,57749
Sawtooth,-115.38979000000,42.96799500000,57749
Senate,-98.36089300000,33.18979300000,57981
Senate,-98.45329300000,33.21519500000,57981
Senate,-98.27639000000,33.19119300000,57981
Senate,-98.32729300000,33.17769200000,57981
Senate,-98.32929200000,33.18909500000,57981
Senate,-98.32249500000,33.18699300000,57981
Senate,-98.37229200000,33.20579500000,57981
Senate,-98.42858900000,33.21589300000,57981
Senate,-98.37099500000,33.17869600000,57981
Senate,-98.43949100000,33.21129200000,57981
Senate,-98.31568900000,33.18269300000,57981
Senate,-98.36249500000,33.20839300000,57981
Senate,-98.35799400000,33.18959400000,57981
Senate,-98.44538900000,33.21719400000,57981
Senate,-98.31539200000,33.19129600000,57981
Senate,-98.43518800000,33.21249400000,57981
Senate,-98.27928900000,33.18899500000,57981
Senate,-98.27429200000,33.19339400000,57981
Senate,-98.31549100000,33.20089300000,57981
Senate,-98.41899100000,33.21589300000,57981
Senate,-98.28149400000,33.19309200000,57981
Senate,-98.33959200000,33.18149600000,57981
Senate,-98.38468900000,33.17949300000,57981
Senate,-98.34759500000,33.19389300000,57981
Senate,-98.35979500000,33.21129200000,57981
Senate,-98.30599200000,33.19289400000,57981
Senate,-98.33509100000,33.18989600000,57981
Senate,-98.38748900000,33.17939400000,57981
Senate,-98.33979000000,33.22009300000,57981
Senate,-98.42429400000,33.19359600000,57981
Senate,-98.41278800000,33.21999400000,57981
Senate,-98.28398900000,33.19339400000,57981
Senate,-98.46408800000,33.21659500000,57981
Charles City,-92.72299200000,43.00419200000,56677
Senate,-98.36369300000,33.18349500000,57981
Senate,-98.41669500000,33.19559500000,57981
Senate,-98.34199500000,33.21819300000,57981
Senate,-98.31069200000,33.19119300000,57981
